Z mean train,Z variance train,KL Divergence,KL Loss,QF Loss,VF Loss,Policy Loss,Aux Loss,Q Predictions Mean,Q Predictions Std,Q Predictions Max,Q Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Z mean eval,Z variance eval,AverageTrainReturn_all_train_tasks,AverageReturn_all_train_tasks,AverageReturn_all_test_tasks,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.18485583,0.7464401,17.368902,1.7368902,1.6964219,0.18420629,0.69933254,4.724563,-3.3384273,18.387524,16.343111,-67.49504,-0.90725803,17.548561,17.637266,-65.50054,-1.5373741,0.94080824,1.7372593,-5.493437,0.19496089,0.44927156,1.2141671,-1.1113611,-0.23477983,0.07564956,-0.022721851,-0.5007016,0.27953726,0.7395347,-6.838440833717011,-6.989875374750578,-7.019961231920616,11000,52000,0,93.81087919099991,16.767187807000482,8.578750518999186,119.15681751699958,1317.9827735819954,10
0.24349332,0.74435884,8.27847,0.827847,1.1933764,0.16254643,-7.5295243,4.6509724,5.202784,11.139315,17.71795,-96.04742,7.445578,10.495034,20.098053,-91.55695,-1.6488099,0.9279878,1.7522424,-5.7747416,0.18975186,0.39459518,1.3514056,-1.2245708,-0.22915064,0.06508586,-0.055409983,-0.5229341,0.33894324,0.64350027,-6.72910964578306,-6.8933945871021365,-8.766825784796113,12000,56000,0,93.19500175299981,16.654847483000594,8.543335102000128,118.39318433800054,1436.1283052759927,11
0.3860534,0.6597053,16.005688,1.6005688,1.525482,0.13573967,-4.0587645,0.012356143,1.4792258,15.775231,19.742096,-74.39277,4.018407,14.802845,21.076345,-73.3563,-1.4372238,1.0306166,2.938045,-5.449952,0.19380869,0.47326776,1.3195752,-1.1868112,-0.25059053,0.0776794,0.008590419,-0.59519243,0.88566786,0.62713873,-5.688941601819039,-5.9725718054568535,-6.394921963493523,13000,60046,0,92.77380860700032,16.401868729999478,8.609211230001165,117.78488856700096,1554.1739257329928,12
0.30262455,0.57721835,35.969215,3.5969217,1.30174,0.12927279,-8.277266,-8.711232,6.0115185,15.748314,23.232061,-73.358665,8.23607,14.969368,24.704012,-68.18634,-1.6126271,0.96478623,1.870071,-6.7871723,0.1662142,0.42906964,1.3499231,-1.2462418,-0.23722522,0.068744406,-0.016968897,-0.5635871,0.6795983,0.56929535,-5.989762608501669,-5.85692492683552,-6.174074962149062,14000,64046,0,92.697998474001,16.66858023599889,8.49318250899887,117.85976121899876,1672.0199244579899,13
0.6913774,0.5707447,51.919014,5.1919017,1.5689183,0.18682206,-8.473826,1.5050554,6.1538796,15.896351,21.862576,-91.21509,8.373015,15.301333,23.463648,-85.044945,-1.4919204,1.0258386,3.1936748,-5.93916,0.18483724,0.46982083,1.2882314,-1.2058765,-0.24452299,0.072682165,-0.026567293,-0.5433411,0.3944242,0.545671,-6.600577529953466,-6.746134474972782,-6.177521371779862,15000,68046,0,92.37936466199972,16.653404290000253,8.470406270998865,117.50317522299883,1789.3326082469912,14
0.3197268,0.5679825,48.085197,4.80852,1.3367604,0.17711967,-11.530385,-13.57738,9.290189,11.744243,29.073988,-55.807583,11.370229,11.140853,30.132738,-48.53422,-1.6018785,0.87679535,2.933466,-5.0100455,0.14512151,0.41780403,1.1591399,-1.1480734,-0.23903336,0.06386736,-0.119786225,-0.5923462,0.34874558,0.57308704,-5.140194694755307,-6.1703838281839,-5.832219219747219,16000,72092,0,92.25198004999947,16.45769362200008,8.51223329500499,117.22190696700454,1906.7020273009957,15
0.2444659,0.5875637,49.642403,4.9642406,1.2994782,0.16068083,-14.522116,-12.76648,12.336254,11.599155,28.330263,-76.83746,14.374028,11.115009,30.194109,-72.21258,-1.5479742,0.8985919,2.0179453,-4.642524,0.1340513,0.44473022,1.2853177,-1.1447682,-0.24364042,0.06482644,-0.10370153,-0.58898425,0.22892062,0.58871704,-5.668016875512057,-5.452227800000909,-5.1425498685807804,17000,76092,0,91.79367974399975,16.592789207999886,8.5930340610048,116.97950301300443,2023.6326357860007,16
0.3092747,0.60125774,51.519688,5.151969,2.1002848,0.28635478,-13.180426,-14.130039,10.77962,14.226937,34.623768,-85.464165,12.972282,13.700968,35.81531,-86.21339,-1.4719242,1.0548329,2.3155613,-6.597601,0.18313155,0.47749412,1.2925363,-1.1948874,-0.25589156,0.07101384,-0.11213596,-0.5993587,0.29965147,0.6066142,-5.489459612606819,-5.604501156075751,-6.2528201578403415,18000,80092,0,90.95163422099904,16.547985371000323,8.374387926003692,115.87400751800305,2139.4633412949997,17
0.33733034,0.61205953,57.7857,5.77857,1.2946813,0.17652254,-18.374989,-14.644321,16.060064,11.393611,36.24239,-71.62478,18.216005,10.832728,37.723972,-69.97761,-1.5760151,0.91709775,2.3274522,-4.8286505,0.1066094,0.44356242,1.3250943,-1.1687689,-0.23594798,0.06437733,-0.077928685,-0.54663175,0.32967147,0.62658596,-5.31337215199027,-5.815884791326809,-5.3103124242347715,19000,84092,0,91.16245829299987,16.518897656000263,8.361195395998948,116.04255134499908,2255.7502498930016,18
0.367982,0.5908181,59.1187,5.91187,1.5716884,0.18761812,-19.974407,-13.977901,17.702211,13.499756,36.343246,-60.756042,20.046164,12.789468,38.133648,-57.501495,-1.4984616,0.99664617,2.4298046,-6.7299337,0.18383004,0.46104398,1.3739886,-1.2790662,-0.2500196,0.059255503,0.002347216,-0.48985043,0.32613897,0.6245828,-4.90293885243821,-5.379081078365039,-5.533169298298315,20000,88092,0,92.08739797100134,16.745902640999702,8.529919078999228,117.36321969100027,2373.0337407569996,19
0.17381112,0.60698116,54.25177,5.425177,1.6285794,0.22877142,-21.081274,-16.28468,18.802565,12.9206295,38.61965,-89.58254,20.89315,12.413771,40.18868,-87.141106,-1.530033,0.9930814,2.4260397,-6.3531523,0.17861328,0.46490934,1.328916,-1.1566358,-0.25261468,0.061038505,-0.00987272,-0.618132,0.27881816,0.61438996,-5.047652230327371,-5.421922877755006,-5.3441912591926215,21000,92092,0,92.22522592600035,16.65861608799969,8.583095117999619,117.46693713199966,2490.7504157739977,20
0.7519477,0.65653104,58.033714,5.8033714,1.6908475,0.25189012,-22.1051,-18.526857,19.555506,16.251968,43.004032,-62.894485,22.041895,15.28897,44.37224,-59.66237,-1.4559937,1.0735594,2.7789497,-8.268333,0.15870397,0.49927124,1.3928199,-1.3571343,-0.25928748,0.06628,-0.0765897,-0.53286237,0.3791643,0.62113464,-5.402555992389983,-6.067168982037864,-5.374355237728455,22000,96092,0,93.0411790520011,16.9325552829996,8.571431962998759,118.54516629799946,2609.1193753370017,21
0.7644389,0.6616236,62.61455,6.261455,1.7669818,0.20550272,-22.970545,-21.642885,20.483826,15.769265,44.721546,-65.52331,22.852076,14.834183,45.643177,-62.808193,-1.4576149,1.068774,2.3017752,-6.6391854,0.1757538,0.49726632,1.2984539,-1.2813905,-0.2585368,0.06509951,-0.10579196,-0.54102564,0.39933026,0.60814375,-4.761070540451939,-6.405314656256023,-5.885674390556947,23000,100092,0,92.8685902569996,16.735232421000546,8.595994613000585,118.19981729100073,2727.6984563580036,22
0.41681448,0.6353697,64.02037,6.402037,1.4538083,0.19595295,-28.570343,-26.688084,26.207834,14.066004,49.140778,-65.26779,28.432495,13.501354,50.735237,-62.56799,-1.4954084,1.0370958,2.6854305,-5.6164217,0.16356617,0.47520941,1.2684506,-1.2937874,-0.26221365,0.06391648,-0.02118901,-0.6207251,0.3706864,0.63507706,-4.602502149311212,-5.312405989444114,-5.613449423434304,24000,104092,0,92.6016780480004,17.12151059200005,8.636037057996873,118.35922569799732,2845.7547133820035,23
0.4885837,0.6106061,57.5084,5.75084,1.7237873,0.35329574,-30.134863,-21.389446,27.993006,14.362976,52.572567,-67.30634,30.017149,14.250777,54.697865,-65.40044,-1.4534826,1.0275486,1.9506081,-6.3575606,0.16355498,0.4778289,1.3169583,-1.165138,-0.25242093,0.061460663,-0.08877607,-0.5856607,0.27483612,0.62815076,-4.561150888706529,-5.345627388683313,-5.210124720260869,25000,108092,0,91.78889407500174,16.8054613660006,8.581717348999518,117.17607279000185,2962.660884039001,24
0.18469398,0.66820264,62.4319,6.2431903,1.7258086,0.22312889,-30.317211,-16.625065,27.833338,15.853637,55.350822,-50.591827,30.158167,15.249258,56.583553,-44.11138,-1.3636242,1.0674571,2.5780926,-7.251333,0.25656146,0.4875347,1.3305138,-1.2540121,-0.2694649,0.06639322,-0.088920504,-0.5725491,0.5114963,0.6385185,-3.932710668396253,-5.256361182021629,-5.79729438700536,26000,112134,0,91.33616954499848,16.526694827998654,8.50331479200031,116.36617916499745,3079.014194444001,25
0.28558627,0.63862216,65.20944,6.520944,1.7874069,0.379279,-32.682007,-20.949875,30.104364,16.085363,58.80533,-56.643646,33.014645,15.102944,59.8177,-46.442463,-1.2757518,1.1330128,2.8191485,-6.09097,0.27366894,0.505571,1.3213912,-1.3691231,-0.26678377,0.06768383,-0.034731258,-0.6049909,0.30481014,0.6316281,-4.635596014445497,-5.047872139094862,-5.188072736935507,27000,116172,0,91.92016653399878,16.526953516000503,8.691052145999492,117.13817219599878,3196.3056485120005,26
0.08279421,0.6620071,64.33176,6.4331756,1.9035485,0.3148681,-33.823376,-29.549614,31.223867,17.167128,62.66697,-39.85174,33.777218,16.404121,64.20355,-36.36885,-1.3751545,1.1490273,2.2463183,-8.422073,0.2502195,0.50793576,1.3314428,-1.3594762,-0.27018067,0.07236596,-0.03380934,-0.55396676,0.38419446,0.63561314,-4.43415951262151,-5.183066167219282,-5.734449714562449,28000,120172,0,91.70548845300073,16.662375203999545,8.47679471900301,116.84465837600328,3313.076742594004,27
0.38870052,0.657716,68.51749,6.851749,1.7135725,0.14943662,-37.031273,-22.906683,34.68224,17.006935,65.056435,-67.4123,37.054844,16.292095,66.56297,-65.40445,-1.3430656,1.0796978,2.5263574,-4.6424236,0.1601063,0.54017234,1.3917441,-1.3406125,-0.2636073,0.06558281,-0.11421123,-0.55158556,0.36487123,0.6201501,-3.8998084804413558,-5.426017340413722,-4.69517921082341,29000,124172,0,91.36211241599995,16.627536829000746,8.553150179999648,116.54279942500034,3429.440280325004,28
0.29509684,0.63279897,63.86029,6.3860292,2.0961773,0.25140488,-40.104534,-19.923561,37.62881,14.73139,69.38558,-34.1447,40.012356,14.319262,70.740814,-33.158215,-1.3720875,1.0740792,2.9997919,-5.781802,0.19489823,0.52789414,1.3015999,-1.3401566,-0.27437434,0.064289264,-0.14809929,-0.58481467,0.3411431,0.6248517,-3.869260130483893,-5.046061928814145,-5.066896367901846,30000,128221,0,90.76865497499966,16.440656344999297,8.747761652000918,115.95707297199988,3545.3031444920025,29
0.19612019,0.6527318,64.22349,6.422349,2.160489,0.19342849,-40.886806,-25.955463,38.268642,17.889965,73.5173,-34.95755,40.80396,16.978306,73.82708,-29.452929,-1.2652196,1.1051742,2.133687,-6.494031,0.22479232,0.53089726,1.394617,-1.4407743,-0.27986786,0.06668113,-0.049656704,-0.5254441,0.2913426,0.63842416,-4.166655549227369,-4.339335848633322,-5.725559707000839,31000,132221,0,91.36854692299858,16.32498030500028,8.39443660500001,116.08796383299887,3661.447259975005,30
0.13601623,0.6533012,65.70659,6.570659,2.5020514,0.21156499,-42.94498,-27.093258,40.59267,15.792141,78.8259,-61.39111,42.96349,15.345641,79.997765,-62.65139,-1.3247994,1.1255237,2.926711,-6.6008515,0.21012402,0.52498406,1.406479,-1.299875,-0.26506543,0.06094888,-0.13326909,-0.5294442,0.3384845,0.6310066,-3.61719257826984,-5.68037186886836,-5.1687026685901465,32000,136266,0,91.67287920099989,16.37552851200053,8.602832952008612,116.65124066500903,3778.299473942011,31
0.29162896,0.6226988,69.8629,6.98629,2.2038019,0.40909418,-46.437473,-29.351301,43.999252,16.771626,78.872536,-49.645298,46.050877,16.21959,80.99359,-49.60273,-1.2820569,1.1003784,2.0108333,-5.915735,0.1930245,0.55696315,1.3641893,-1.3122495,-0.28303066,0.06285185,-0.13068405,-0.56328875,0.31169793,0.6377603,-3.7097823701885053,-4.3112466059403065,-5.139864316887271,33000,140315,0,91.02520817799996,16.57069008199869,8.577888001002066,116.17378626100071,3894.3131709010095,32
0.5174763,0.6589549,74.06774,7.406774,2.7424583,0.30364883,-48.2223,-7.627925,45.923313,19.415161,84.9026,-31.99597,48.10838,18.924541,87.01156,-29.63681,-1.2292224,1.1312699,3.1768646,-7.0893455,0.1991398,0.55274904,1.3435757,-1.3918489,-0.2819653,0.06547461,-0.023927648,-0.5377735,0.24103807,0.62714833,-3.7788863164869104,-4.484804621768527,-4.403086138147884,34000,144363,0,90.12577890200009,16.404599036000945,8.557300991999,115.08767893000004,4009.533052991009,33
0.20564191,0.6444004,70.48494,7.048494,8.042073,0.30990237,-51.945988,-28.053642,49.64458,17.82689,86.7326,-30.962967,51.874737,17.382738,88.94109,-25.648542,-1.2959487,1.0702765,2.873394,-6.486479,0.13884228,0.5596127,1.3138164,-1.4004929,-0.28066084,0.060735196,-0.112507015,-0.53902763,0.3545209,0.62200326,-3.8091011293679884,-5.083690793471318,-4.795134199066762,35000,148404,0,90.46447109499968,16.5591677350003,8.50549666599909,115.52913549599907,4124.904430588006,34
0.3909367,0.6353628,73.7827,7.37827,3.0707664,0.7537924,-52.230297,-30.994244,49.827194,20.310999,91.64549,-62.727726,52.822872,19.689995,93.731865,-57.212257,-1.147811,1.2005868,3.1002092,-6.7467184,0.16567656,0.5996225,1.4043183,-1.5339277,-0.30380785,0.0651334,-0.119808584,-0.5834539,0.28896675,0.6197653,-3.897376260422105,-4.386312285763282,-4.418879412005507,36000,152404,0,90.10497504900013,16.391054561998317,8.30613806600013,114.80216767699858,4239.525789334007,35
0.2905444,0.6460121,72.31022,7.231022,3.8262444,0.434999,-57.579525,-11.084139,55.227528,19.339005,93.79599,-25.666653,57.4093,18.936304,94.5293,-22.863811,-1.181967,1.1446738,2.4506216,-6.701109,0.14217623,0.60213405,1.3558894,-1.381893,-0.29204783,0.06473841,-0.10293404,-0.53246045,0.25844988,0.62698346,-4.6299486255929825,-4.6679726835998645,-4.57620909990178,37000,156404,0,90.50999373200102,16.194416291999005,8.413565899996684,115.11797592399671,4354.749919439003,36
0.3430811,0.6358654,69.45862,6.945862,4.004832,0.51992524,-59.067703,-31.384693,56.58591,19.55164,96.2569,-31.150055,58.627346,19.174686,97.08141,-29.21669,-1.2110895,1.1738285,2.1579535,-6.5509224,0.17467663,0.59729546,1.3210571,-1.5992537,-0.29972282,0.068051144,-0.085504934,-0.5868768,0.2565732,0.6301754,-4.0298492640465335,-4.379896285067219,-4.815148001406345,38000,160404,0,88.97303026900045,16.3049521869998,8.32754788999955,113.6055303459998,4467.816265855004,37
0.32369483,0.641137,68.26459,6.826459,3.949101,0.34522265,-62.154804,-27.844353,59.8307,18.69227,98.59425,-19.81794,62.36391,18.177479,100.522964,-11.104875,-1.1915425,1.1600558,1.9674492,-4.95006,0.19291602,0.58930576,1.3481097,-1.5177513,-0.299681,0.06884468,-0.06914519,-0.5450522,0.27028948,0.6365402,-4.060559207106071,-4.633987178972446,-4.779857345532318,39000,164404,0,88.82246168900019,15.783943912998438,8.344702902999416,112.95110850499805,4581.131726784001,38
0.24909131,0.64340764,69.37759,6.937759,3.8696887,0.5926921,-66.32958,-19.706755,63.66933,21.008827,100.3603,-43.589134,65.89565,20.421034,101.24701,-35.125042,-1.1534343,1.1880578,3.3404226,-5.9212036,0.22677194,0.5934273,1.5325847,-1.4985886,-0.3062167,0.0730654,-0.05717162,-0.60958517,0.24145167,0.6368591,-4.957456374099465,-5.534149212162873,-4.0963591871856675,40000,168404,0,91.20804547400076,16.120405129000574,8.286530528001094,115.61498113100242,4697.357712084001,39
