Z mean train,Z variance train,KL Divergence,KL Loss,QF Loss,VF Loss,Policy Loss,Aux Loss,Q Predictions Mean,Q Predictions Std,Q Predictions Max,Q Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Z mean eval,Z variance eval,AverageTrainReturn_all_train_tasks,AverageReturn_all_train_tasks,AverageReturn_all_test_tasks,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.0048186784,0.69556284,2.8427505,0.28427505,21.184864,4.126848,-1.9991367,22.15663,0.00176777,0.00050063437,0.0028970023,0.00053666206,0.0016419138,0.00038145736,0.002371611,0.00076465367,-2.0036373,0.36993203,-0.83102775,-5.244691,0.0009606786,0.00028246912,0.0017414311,0.00039509905,0.0005750403,0.0015735547,0.0028933892,-0.0015894584,0.104922116,0.9263709,-9.317229896195323,-8.553147113364068,-9.241055240231699,1000,5400,0,706.3356321009996,0,10.356611097002315,716.692243198002,731.9004808920026,0
0.038608935,0.9439864,0.6542896,0.065428965,0.26268214,0.1014395,4.414775,8.272514,-6.5574617,2.611977,-2.3362346,-16.940666,-4.3968506,2.4706516,-0.6331093,-14.197656,-2.016216,0.3821544,-0.64338326,-4.5283885,0.07167628,0.14520031,0.34449825,-0.30088076,-0.1569907,0.021101916,-0.116497874,-0.20990404,0.17512816,0.9074109,-7.592140335247771,-7.600979050864508,-8.509619236920003,2000,6800,0,711.4810733599998,15.26258005300042,2.8084369250000236,729.5520903380002,1461.4735678520028,1
0.0124916425,0.8706593,0.42672655,0.042672656,0.4969836,0.11474427,8.353664,10.878124,-10.687405,6.8279033,-0.53499496,-34.51815,-8.435972,6.508007,0.30762208,-31.66653,-1.7798872,0.7414304,1.0347681,-6.8661985,0.17346525,0.31706277,0.82228816,-0.7058634,-0.188459,0.03311285,-0.13688208,-0.27304074,0.16277286,0.7546144,-7.916678070619737,-7.603039766020691,-7.534681968437229,3000,8200,0,710.1416667550002,15.270007807000184,2.7937566759983383,728.2054312379987,2189.6688880070014,2
0.047848195,0.70708233,0.9839895,0.098398946,0.88031065,0.116526425,9.639134,8.952542,-12.478935,8.861362,-0.76271665,-49.760372,-9.663333,8.189791,1.1926067,-46.50137,-1.439956,1.0821446,2.0794146,-6.932852,0.16439037,0.49890026,1.1436247,-1.0911041,-0.23686194,0.0709167,-0.117255226,-0.42958418,0.15449135,0.8242181,-7.715653688011781,-7.74727408043119,-7.873783252886345,4000,9600,0,708.2303683830005,15.266786584000329,2.823346405999473,726.3205013730003,2916.0226788140017,3
0.05436082,0.85199326,1.6847386,0.16847387,0.89278173,0.18909365,12.470133,6.6713834,-15.446877,13.522728,-0.25787804,-57.012074,-12.393133,12.599324,1.5288335,-53.642124,-1.375119,1.1053796,2.3316936,-6.6207886,0.17079502,0.5244385,1.1806957,-1.1715368,-0.24131845,0.07597885,-0.11749261,-0.46145153,0.26586688,0.6384029,-7.373270993192293,-6.870763005948476,-7.167401505009193,5000,11000,0,708.6538882170007,15.325453895999999,2.7787353789999543,726.7580774920007,3642.785413938005,4
0.088102914,0.70455146,15.65567,1.565567,0.88356394,0.12811106,8.816251,3.8701658,-11.563803,8.793005,1.4626617,-59.500427,-8.768747,7.9383454,3.4421854,-47.41286,-1.4550095,1.0997891,2.7359216,-7.536024,0.17441799,0.49348706,1.2519656,-1.1533326,-0.23711671,0.0797923,-0.08759645,-0.5093927,0.37393776,0.54621005,-7.01363289045609,-7.550940723118698,-7.14266414367693,6000,12400,0,706.5335126310001,15.302693700999953,2.819063051998455,724.6552693839985,4367.710707000002,5
0.27645355,0.61350256,39.46421,3.9464211,1.3245969,0.39439267,12.539049,-1.5419273,-15.84195,12.5178385,2.4763258,-70.20559,-12.078514,11.281516,4.635893,-63.040794,-1.1589799,1.2996498,2.9087377,-5.5457945,0.46030983,0.43218675,1.2788342,-1.1213865,-0.2697827,0.106274776,-0.057097785,-0.5440133,0.13757671,0.65677696,-6.566789888871176,-7.043824125752205,-7.193133721606658,7000,13800,0,705.7790187449991,15.58520504199987,2.8233637099983753,724.1875874969974,5091.883512482002,6
0.5837381,0.6293549,38.382584,3.8382585,1.2936399,0.23112732,11.070468,-3.9406621,-14.3066635,12.387193,4.885616,-71.36221,-10.986597,11.057171,6.4417624,-64.77118,-1.3024042,1.190478,3.2502594,-5.7047873,0.3505062,0.46600792,1.2562706,-1.2715338,-0.25313613,0.086016014,-0.09285735,-0.5056465,0.6269062,0.47610554,-7.16951031093669,-7.686079752765157,-6.951392872518549,8000,15200,0,708.1300627879991,15.577062678999937,2.8203043339999567,726.527429800999,5818.344742367,7
0.66828793,0.62296015,41.873703,4.1873703,1.080987,0.21157494,7.6577816,-2.1764493,-10.512235,11.361647,7.0767827,-44.602703,-7.855279,10.595258,8.975724,-40.02426,-1.2855573,1.1711304,2.621748,-6.320504,0.31138775,0.48439056,1.2366595,-0.97315735,-0.2507811,0.08326145,-0.060237266,-0.48686695,0.5510096,0.37466678,-6.793939692172993,-6.713279882022806,-6.445457995921283,9000,16600,0,708.8138473479994,15.48686385899964,2.8185173389992997,727.1192285459983,6545.552886472,8
0.2730581,0.49238062,46.730755,4.6730757,1.4106433,0.21475172,7.627928,-2.8659096,-10.812567,14.922785,8.61053,-70.86601,-7.553103,13.860777,10.380012,-65.81039,-1.2411743,1.2651923,3.000963,-6.4095144,0.36604106,0.48471972,1.2702957,-1.2179993,-0.27500755,0.09134489,-0.057658337,-0.52552515,0.958545,0.17551254,-6.864009989062312,-6.671873418235675,-6.723767245078849,10000,18000,0,706.8930396720007,15.586138120001124,2.778580914000486,725.2577587060023,7270.752096783002,9
0.66632074,0.40721083,68.460976,6.8460975,1.1963669,0.19489689,5.8079257,-3.3490953,-8.694479,11.992655,11.147252,-65.98577,-5.6549077,11.079225,13.283671,-60.379154,-1.3181225,1.1589034,2.4614487,-6.8783326,0.24873449,0.5328458,1.2653854,-1.3134173,-0.25710997,0.079927646,-0.03179332,-0.51638746,0.85658616,0.24511993,-6.7037314177464395,-6.350275279820043,-6.837737420545517,11000,19400,0,710.6207112920001,15.531325948999438,2.826441176002845,728.9784784170024,7999.924973039006,10
1.0442421,0.1372437,83.10242,8.310242,2.259787,0.5349755,7.068582,-0.27703524,-10.140432,13.508317,14.406539,-58.289967,-6.596279,12.672093,16.297813,-56.810074,-1.2807715,1.1431535,2.803774,-6.1874623,0.23783827,0.5463637,1.2866796,-1.1884049,-0.25738242,0.088787965,-0.018130172,-0.5094585,0.8786521,0.16180657,-6.572620938567107,-6.240444905627461,-6.403235687342933,12000,20800,0,711.6222442720009,15.698882168000637,2.8792593070011208,730.2003857470027,8730.123509112007,11
