Z mean train,Z variance train,KL Divergence,KL Loss,QF Loss,VF Loss,Policy Loss,Aux Loss,Q Predictions Mean,Q Predictions Std,Q Predictions Max,Q Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Z mean eval,Z variance eval,AverageTrainReturn_all_train_tasks,AverageReturn_all_train_tasks,AverageReturn_all_test_tasks,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.002671993,0.69284266,2.866971,0.28669712,19.423653,4.0998073,-1.9891165,23.933859,0.0038264967,0.00059204316,0.00535427,0.002024886,0.000520809,0.00062048284,0.0018923552,-0.0007298122,-1.9966941,0.38117313,-0.8412163,-4.262682,-0.000105909305,0.0007169899,0.0013668907,-0.0012306038,-3.9028502e-05,0.00050896016,0.0009857654,-0.0010875722,0.019991072,0.8572256,-8.133362399621635,-8.746141838798943,-8.125936133689319,1000,28000,0,157.49458233899986,0,56.25277670000014,213.747359039,230.1223437870001,0
0.014416389,0.9077844,0.39462394,0.039462395,0.22857916,0.07146445,2.920337,8.457508,-4.9539356,2.6807866,-0.3547352,-16.925653,-2.9705224,2.5923522,0.57137173,-14.000182,-1.9878893,0.38126,-0.62483466,-4.7256584,0.06784442,0.15457441,0.38600656,-0.41322845,-0.1623861,0.016994797,-0.12907784,-0.20288114,0.01655819,0.84877354,-7.578784843209272,-6.915552181594317,-7.1962052513338675,2000,36000,0,157.96399512199991,16.432862290000003,16.809938926999166,191.20679633899908,421.30597493999926,1
0.009854173,0.930785,0.30224997,0.030224998,0.43234208,0.13546665,4.408376,10.874051,-6.5927477,6.1420355,0.4818997,-37.789234,-4.609202,5.979779,2.3940668,-35.832634,-1.8165774,0.709513,0.942852,-5.2489905,0.096225835,0.32536456,0.8450244,-0.78969187,-0.18683033,0.035347365,-0.13062944,-0.279781,0.03945222,0.88317984,-7.487305166294743,-7.969641227871172,-7.591199702406172,3000,44000,0,157.64159562500004,16.395962946000054,16.842323660999682,190.87988223199977,612.371948174999,2
0.08560625,1.0471085,0.33192122,0.033192124,0.7478391,0.1176162,6.6839104,7.498994,-9.239468,9.334049,2.9635828,-52.295757,-6.7083435,8.954644,4.7191567,-50.49926,-1.5808275,0.9298113,1.9827471,-5.195047,0.16047144,0.41961947,1.0535966,-1.0258917,-0.21329744,0.057621043,-0.109942585,-0.3658482,0.2968575,0.8312767,-6.896816185927648,-7.309070101064089,-7.078636804508216,4000,52000,0,158.39608451599997,16.597029950999968,16.93765864699958,191.93077311399952,804.1885894559982,3
0.5241187,0.8071408,17.8189,1.7818899,0.78639054,0.21820933,3.5639436,5.881345,-5.8443646,10.980049,6.2771807,-58.922485,-3.308263,10.2690735,7.588844,-55.78666,-1.6091921,0.9798554,2.2867703,-6.2472935,0.15702291,0.4217498,1.1484317,-1.1450847,-0.22488683,0.059862975,-0.1452029,-0.44612345,0.25749856,0.6642633,-6.817193112460456,-6.7678315384296965,-6.974609012128738,5000,60000,0,158.13017695100007,16.49221469600002,17.167403154999874,191.78979480199996,995.9935251819984,4
