Z mean train,Z variance train,KL Divergence,KL Loss,QF Loss,VF Loss,Policy Loss,Aux Loss,Q Predictions Mean,Q Predictions Std,Q Predictions Max,Q Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Z mean eval,Z variance eval,AverageTrainReturn_all_train_tasks,AverageReturn_all_train_tasks,AverageReturn_all_test_tasks,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.003957259,0.6936188,2.8573267,0.2857327,4.540904,4.0963025,-1.9860048,12.966635,-0.0075840736,0.00033669715,-0.0066587557,-0.0085444525,-0.002434022,0.0007116797,-0.0005250934,-0.003918454,-2.0068786,0.37734672,-0.84028435,-4.4178734,-0.00048095334,0.00042681978,0.00069018407,-0.0013909384,-0.00024215884,0.0010044641,0.0014723793,-0.0020119725,0.007803086,0.8315988,-10.037241637788599,-9.965645753042029,-8.600630967131881,1000,14800,0,116.32574512599996,0,27.55606278099998,143.88180790699994,160.58861484099987,0
0.04679377,0.8841699,0.30874723,0.030874724,0.085173115,0.045729473,-2.7033637,5.0723863,0.5581589,1.6233286,2.9563632,-4.9043145,2.6632621,1.5753905,5.1390033,-2.4122062,-2.0332315,0.27368355,-1.0012553,-3.8646631,0.031961337,0.09728248,0.27242044,-0.22185181,-0.14447634,0.0073469467,-0.1201203,-0.16846912,0.010705215,0.8934719,-8.177814123275732,-7.758468720187724,-7.997328798827111,2000,19600,0,116.66479521400004,16.772185815,9.329025331999958,142.766006361,303.530656891,1
0.02588903,0.9303613,0.17805563,0.017805563,0.15534902,0.07002541,-6.5776424,4.6664505,4.4238715,2.8226402,8.973242,-8.874283,6.551297,2.7153342,11.369472,-6.7629843,-1.9662697,0.45463333,-0.20064282,-4.2933855,0.08654862,0.18538201,0.5341187,-0.4770693,-0.14872156,0.016020624,-0.10617978,-0.20734574,0.022718495,0.8871924,-7.987651968120796,-8.182744695248427,-8.731093596299935,3000,24400,0,116.86099115899992,16.934484823000048,9.360819105000246,143.15629508700022,446.7225342130002,2
0.01637405,0.957184,0.28358066,0.028358066,0.2554756,0.07639735,-9.432872,3.900566,7.2318997,4.873853,16.814816,-14.238794,9.509674,4.661137,18.830555,-11.364434,-1.9033203,0.5796701,0.5018208,-5.207016,0.09627589,0.25974235,0.74682856,-0.68932974,-0.16967976,0.028382855,-0.08774025,-0.29242805,0.04447563,0.8851122,-7.463357594563854,-7.270999449944665,-7.011831006672847,4000,29200,0,116.595030651,16.975995213000033,9.321118262999903,142.89214412699994,589.759120723,3
0.0027088502,0.95146465,0.26400146,0.026400147,0.33533865,0.07936634,-12.650328,5.1469,10.39171,5.5922456,20.729084,-14.262601,12.543173,5.367847,23.062181,-12.9522915,-1.7929208,0.70766824,1.4396904,-5.195111,0.12254736,0.31900018,0.8533123,-0.8293192,-0.17984623,0.0392562,-0.113468796,-0.31462914,0.09689667,0.93461114,-7.187173577387378,-7.375180885991415,-7.751747543474993,5000,34000,0,116.90920857799995,17.112345982999955,9.371411401000273,143.39296596200018,733.1908182970001,4
0.1175395,0.9737436,1.3824787,0.13824788,0.34459513,0.12642792,-17.898193,4.3507214,15.63028,6.9811215,29.617138,-19.481539,17.686142,6.7769837,31.166868,-18.04132,-1.8177779,0.7070434,1.416016,-6.1221967,0.13294637,0.3064321,0.935588,-0.8736004,-0.17690162,0.040694393,-0.10490114,-0.36443785,0.25898382,0.68434125,-6.369936253021512,-6.924252324460797,-6.835112796355247,6000,38800,0,116.71407989299996,17.145038360000058,9.394285331000447,143.25340358400047,876.6370654290004,5
0.34460393,0.74749094,21.597107,2.1597106,0.40218097,0.36451286,-23.19476,0.2624083,20.871367,6.783486,35.900387,-18.78197,22.690193,6.4559717,36.609352,-13.796427,-1.8242736,0.68272334,1.0347531,-5.873904,0.12548564,0.29822537,0.9563822,-0.8841051,-0.17779295,0.034304537,-0.10272133,-0.33549878,0.20836754,0.7027082,-6.471966543982646,-6.032342364945321,-6.388062332898359,7000,43600,0,117.09265669000001,17.35163366200004,9.28247029499994,143.726760647,1020.4549217410006,6
0.26680005,0.6912315,20.470379,2.0470378,0.4378397,0.12616128,-27.004875,-1.0172092,24.813393,7.4136105,39.023117,-20.4347,26.80029,7.167926,40.75933,-19.984558,-1.7957711,0.73269635,1.246722,-5.3451266,0.15139164,0.31775677,0.99692327,-0.9724115,-0.18414438,0.039017025,-0.105604984,-0.36224234,0.16467844,0.7366732,-6.800121230873105,-6.704992860622463,-6.442408157384304,8000,48400,0,117.65379487999985,17.45147042199983,9.335071316999802,144.44033661899948,1164.7124704109995,7
0.12032729,0.8057773,24.399979,2.439998,0.5586689,0.36391452,-31.006042,-1.7087948,28.744701,8.55938,45.139244,-29.574854,30.553524,8.304979,46.71058,-27.831459,-1.7443528,0.76881266,1.4479363,-4.9216375,0.13618536,0.3426079,1.0653683,-1.052779,-0.19228978,0.048150413,-0.1112833,-0.41838714,0.1739865,0.76425356,-5.631211536270626,-6.018853992094915,-6.242892040416828,9000,53200,0,118.14031331799993,17.262484402999917,9.42197454699999,144.82477226799983,1309.6606686059995,8
0.14070977,0.78897387,38.22899,3.8228989,0.6140679,0.17587751,-33.782642,-5.679633,31.639816,9.027892,51.567616,-29.586676,34.060425,8.604264,53.31459,-26.982471,-1.696843,0.85490966,1.6685141,-7.258298,0.21364616,0.3571266,1.0817207,-1.0487615,-0.19785678,0.043001585,-0.10727966,-0.39029104,0.14256217,0.77314883,-5.630694160619254,-5.458853020425607,-5.530167142809669,10000,58000,0,117.79656265900007,17.390164428999924,9.415372277000188,144.60209936500019,1454.059492184,9
